Nom,totalScore,Latitude,Longitude,Rue,postalCode,reviewsCount
Crumbs,4.6,51.607198,-0.557502,"The Broadway 4-5 The Broadway, Chalfont St Peter SL9 9DX, United Kingdom",SL9 9DX,275
Tim Hortons,3.7,45.471171,-73.6477572,"6500 Côte Saint Luc Rd, Montreal, Quebec H4V 1G2, Canada             6500 Chem. de la Côte St Luc, Montréal, QC H4V 1G2",H4V 1G2,322
Mersha Coffee,,62.6573279,-95.989235,,,0
The Flying Bean Cafe Ltd,5,51.6114795,-0.6438632,"Train Station, Station Approach, Beaconsfield HP9 2PJ, United Kingdom",HP9 2PJ,2
Presse Café,3.8,45.4909446,-73.6507432,"Decarie Square, 6900 Bd Décarie local 118 B, Côte Saint-Luc, QC H3X 2T8, Canada",H3X 2T8,16
Starbucks Drive Thru,4,51.590994,-0.6286129,"Extra Beaconsfield Service Area 2 A355, A355 Windsor End, Beaconsfield HP9 2SE, United Kingdom",HP9 2SE,216
Jungs,2.7,51.6129372,-0.6471902,"The Broadway, 7 The Broadway, Beaconsfield HP9 2PD, United Kingdom",HP9 2PD,186
Mariposa,4.6,45.4789985,-73.6239793,"5434 Côte Saint Luc Rd, Montreal, Quebec H3X 2C5, Canada             5434 Chem. de la Côte St Luc, Montréal, QC H3X 2C5",H3X 2C5,98
M.T.L. Bagel,4.7,45.4584742,-73.6608543,"5452 Av. Westminster, Côte Saint-Luc, QC H4X 2A5, Canada",H4X 2A5,411
GAIL's Bakery Beaconsfield,4,51.6093521,-0.644908,"1 Grove Ct, Beaconsfield HP9 1QW, United Kingdom",HP9 1QW,131
The Main Dep,4,45.4599888,-73.6626701,"5539 Av. Westminster #5501, Côte Saint-Luc, Quebec H4W 2J2, Canada",H4W 2J2,1
Mmmuffins,4.3,45.4658367,-73.6555064,"7053 Côte Saint Luc Rd, Côte Saint-Luc, Quebec H4V 1J2, Canada             7053 Chem. de la Côte St Luc, Côte Saint-Luc, QC H4V 1J2",H4V 1J2,24
Transit Café,3.2,45.4693399,-73.6495339,"6690 Côte Saint Luc Rd, Montreal, Quebec H4V 1H1, Canada             6690 Chem. de la Côte St Luc, Montréal, QC H4V 1H1",H4V 1H1,5
Prelibato,4.4,51.6010872,-0.6361181,"11 Windsor End, Beaconsfield HP9 2JJ, United Kingdom",HP9 2JJ,84
Starbucks Coffee,3.6,51.609745,-0.6425122,"Maxwell Rd, Beaconsfield HP9 1QH, United Kingdom",HP9 1QH,85
Costa Coffee,3.9,51.6103457,-0.6457885,"Cardain House, Gregories Rd, Beaconsfield HP9 1HG, United Kingdom",HP9 1HG,335
The Cape,4.6,51.6107778,-0.64615,"6 Burkes Rd, Station Rd, Beaconsfield HP9 1NN, United Kingdom",HP9 1NN,127
The Old Tea House,4.1,51.6013386,-0.6362358,"7 Windsor End, Beaconsfield HP9 2JJ, United Kingdom",HP9 2JJ,88
The Dove Cafe,4.8,51.6012488,-0.6665624,"Mayflower Way, Beaconsfield HP9 1UF, United Kingdom",HP9 1UF,34
Thirst 4 Coffee,4.8,51.6005242,-0.6695522,"1 Holtspur Top Ln, Holtspur, Beaconsfield HP9 1DN, United Kingdom",HP9 1DN,39
Fego Restaurant Beaconsfield,4.5,51.6117062,-0.6471516,"2 Station Rd, Beaconsfield HP9 2PB, United Kingdom",HP9 2PB,450
Chez Pain,4.6,51.6020626,-0.6367186,"4 Market Pl, Beaconsfield HP9 2DS, United Kingdom",HP9 2DS,45
Tim Hortons,3.6,45.4892236,-73.8025057,"3760 Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 1Z9, Canada             3760 Bd des Sources, Dollard-des-Ormeaux, QC H9B 1Z9",H9B 1Z9,666
Benedict's Store,4.5,51.6105389,-0.6462858,"12 Gregories Rd, Beaconsfield HP9 1HQ, United Kingdom",HP9 1HQ,78
Caffe Ladro - Kirkland Urban,4.5,47.6782106,-122.1990352,"400 Urban Plz, Kirkland, WA 98033",98033,25
Ben & Florentine - DDO,4,45.484908,-73.801749,"11618 Salaberry Blvd Local A-4, Dollard-Des Ormeaux, Quebec H9B 2R8, Canada             11618 Bd de Salaberry Local A-4, Dollard-des-Ormeaux, QC H9B 2R8",H9B 2R8,362
L'Oeufrier DDO,4.3,45.4811777,-73.8419417,"4313 Boul. Saint-Jean, Dollard-des-Ormeaux, QC H9H 2A4, Canada",H9H 2A4,621
